configuration_end,gnuit-4.9.5/src/configure.c,6,2,2,1,0,4,1
configuration_getvarinfo,gnuit-4.9.5/src/configure.c,56,1472,19,6,7,17,11
common_configuration_init,gnuit-4.9.5/src/misc.c,15,2,2,1,1,5,7
compute_directories,gnuit-4.9.5/src/misc.c,10,1,1,0,0,3,0
get_colorset_var,gnuit-4.9.5/src/misc.c,22,4,4,3,1,10,4
get_flag_var,gnuit-4.9.5/src/misc.c,18,4,4,2,5,8,4
get_int_var,gnuit-4.9.5/src/misc.c,9,1,2,0,0,4,3
get_login_name,gnuit-4.9.5/src/misc.c,18,2,2,1,1,6,6
get_string_var,gnuit-4.9.5/src/misc.c,10,2,2,1,1,5,3
specific_configuration_init,gnuit-4.9.5/src/misc.c,48,5,5,4,7,9,10
use_section,gnuit-4.9.5/src/misc.c,27,4,4,3,4,9,9
signal_handlers,gnuit-4.9.5/src/signals.c,25,4,4,2,1,6,2
signals_init,gnuit-4.9.5/src/signals.c,12,1,1,0,0,3,2
tty_background,gnuit-4.9.5/src/tty.c,6,1,1,0,0,7,1
tty_beep,gnuit-4.9.5/src/tty.c,6,1,1,0,0,12,2
tty_brightness,gnuit-4.9.5/src/tty.c,6,1,1,0,0,6,1
tty_clear,gnuit-4.9.5/src/tty.c,11,1,1,0,0,10,4
tty_colors,gnuit-4.9.5/src/tty.c,8,1,1,0,0,26,3
tty_defaults,gnuit-4.9.5/src/tty.h,12,4,3,1,0,19,6
set_title,gnuit-4.9.5/src/gitview.c,10,1,2,0,0,6,6
tty_end_cursorapp,gnuit-4.9.5/src/tty.c,7,1,1,0,0,6,3
tty_foreground,gnuit-4.9.5/src/tty.c,6,1,1,0,0,8,1
tty_get_key,gnuit-4.9.5/src/tty.c,73,3616,18,3,9,15,16
tty_get_previous_key_seq,gnuit-4.9.5/src/tty.c,5,1,1,0,0,4,1
tty_get_screen,gnuit-4.9.5/src/tty.c,6,1,1,0,0,4,0
tty_get_symbol_key_seq,gnuit-4.9.5/src/tty.c,10,3,3,2,3,7,2
tty_end,gnuit-4.9.5/src/gitkeys.c,7,1,1,0,0,2,0
tty_key_human2machine,gnuit-4.9.5/src/tty.c,28,6,6,4,12,6,2
tty_key_list_insert,gnuit-4.9.5/src/tty.c,18,7,5,2,4,8,2
tty_key_machine2human,gnuit-4.9.5/src/tty.c,36,13,8,2,5,6,4
tty_put_screen,gnuit-4.9.5/src/tty.c,8,1,1,0,0,6,2
tty_resize,gnuit-4.9.5/src/tty.c,48,648,13,1,8,11,13
tty_set_last_char_flag,gnuit-4.9.5/src/tty.c,6,1,1,0,0,4,1
tty_set_mode,gnuit-4.9.5/src/tty.c,38,2,2,1,1,13,3
tty_start_cursorapp,gnuit-4.9.5/src/tty.c,6,1,1,0,0,6,2
tty_touch,gnuit-4.9.5/src/tty.h,5,1,1,0,0,7,1
tty_update,gnuit-4.9.5/src/tty.c,33,24,7,3,0,36,6
tty_update_title,gnuit-4.9.5/src/tty.c,22,3,3,2,0,15,8
window_goto,gnuit-4.9.5/src/window.c,9,1,1,0,0,31,4
window_init,gnuit-4.9.5/src/window.c,7,1,1,0,0,6,3
window_putc,gnuit-4.9.5/src/window.c,11,3,3,1,2,12,3
window_puts,gnuit-4.9.5/src/window.c,16,4,4,1,3,31,3
window_resize,gnuit-4.9.5/src/window.h,10,1,1,0,0,11,5
xfree,gnuit-4.9.5/src/xmalloc.c,9,2,2,1,1,65,2
__assert_fail,/usr/include/assert.h,,,,,,,
kill,/usr/include/signal.h,,,,,,,
fclose,/usr/include/stdio.h,,,,,,,
fdopen,/usr/include/stdio.h,,,,,,,
fgetc,/usr/include/stdio.h,,,,,,,
fgets,/usr/include/stdio.h,,,,,,,
fopen,/usr/include/stdio.h,,,,,,,
printf,/usr/include/stdio.h,,,,,,,
nanosleep,/usr/include/time.h,,,,,,,
getopt,gnuit-4.9.5/lib/getopt.c,6,1,1,0,0,6,2
build_ps_list,gnuit-4.9.5/src/gitps.c,13,2,2,1,0,3,5
usage,gnuit-4.9.5/src/git.c,11,1,1,0,0,2,1
clean_up,gnuit-4.9.5/src/gitview.c,5,1,1,0,0,2,1
dup,gnuit-4.9.5/src/gitps.c,,,,,,,
clock_refresh,gnuit-4.9.5/src/gitview.c,4,1,1,0,0,1,0
free_ps_list,gnuit-4.9.5/src/gitps.c,10,2,2,1,0,3,2
get_PID_index,gnuit-4.9.5/src/gitps.c,20,9,7,2,4,3,5
file_length,gnuit-4.9.5/src/gitview.c,11,2,2,1,1,4,2
kill_process,gnuit-4.9.5/src/gitps.c,30,42,9,2,5,8,5
hide,gnuit-4.9.5/src/git.c,7,1,1,0,0,1,3
mkstemp,gnuit-4.9.5/lib/mkstemp.c,6,1,1,0,0,4,2
ps,gnuit-4.9.5/src/gitps.c,73,96,12,2,3,9,16
main,gnuit-4.9.5/src/gitview.c,249,39232,76,5,155,30,63
read_ps_line,gnuit-4.9.5/src/gitps.c,17,4,4,2,2,4,5
read_keys,gnuit-4.9.5/src/gitview.c,46,145,11,4,13,5,8
refresh,gnuit-4.9.5/src/gitview.c,49,96,10,2,3,18,17
remove_log,gnuit-4.9.5/src/system.h,8,4,3,1,0,5,1
report_undefined_key,gnuit-4.9.5/src/gitview.c,26,2,3,1,1,4,16
resize,gnuit-4.9.5/src/gitview.c,29,17,9,2,2,13,6
set_signal,gnuit-4.9.5/src/gitps.c,21,8,5,3,2,11,5
set_header,gnuit-4.9.5/src/gitview.c,10,1,2,0,0,6,6
set_status,gnuit-4.9.5/src/gitview.c,9,1,2,0,0,8,6
sleep,gnuit-4.9.5/src/gitps.c,,,,,,,
strcat,gnuit-4.9.5/src/gitps.c,,,,,,,
strcpy,gnuit-4.9.5/src/gitps.c,,,,,,,
strstr,gnuit-4.9.5/src/gitps.c,,,,,,,
system,gnuit-4.9.5/src/gitps.c,,,,,,,
unlink,gnuit-4.9.5/src/gitps.c,,,,,,,
tty_init,gnuit-4.9.5/src/gitkeys.c,31,1,1,0,0,1,1
update_process,gnuit-4.9.5/src/gitps.c,35,7,8,2,4,14,10
update_all,gnuit-4.9.5/src/gitps.c,24,7,5,2,2,11,5
last_component,gnuit-4.9.5/lib/basename.c,20,8,5,2,1,4,1
dir_len,gnuit-4.9.5/lib/dirname.c,19,3,6,2,2,2,2
dir_name,gnuit-4.9.5/lib/dirname.c,15,2,2,1,0,1,4
sigaddset,gnuit-4.9.5/lib/sigprocmask.c,14,2,2,1,1,2,2
sigemptyset,gnuit-4.9.5/lib/sigprocmask.c,6,1,1,0,0,2,1
sigfillset,gnuit-4.9.5/lib/sigprocmask.c,6,1,1,0,0,1,1
signal,/usr/include/signal.h,,,,,,,
sigprocmask,gnuit-4.9.5/lib/sigprocmask.c,60,268,15,5,17,8,7
sigaction,gnuit-4.9.5/lib/sigaction.c,54,22,10,3,16,8,11
sigaction_handler,gnuit-4.9.5/lib/sigaction.c,28,6,5,2,2,7,8
atol,gnuit-4.9.5/src/ansi_stdlib.h,,,,,,,
calloc,gnuit-4.9.5/src/ansi_stdlib.h,,,,,,,
qsort,gnuit-4.9.5/src/ansi_stdlib.h,,,,,,,
realloc,gnuit-4.9.5/src/ansi_stdlib.h,,,,,,,
rpl_gettimeofday,gnuit-4.9.5/lib/gettimeofday.c,8,1,1,0,0,0,5
raise,/usr/include/signal.h,,,,,,,
blocked_handler,gnuit-4.9.5/lib/sigprocmask.c,7,2,2,1,0,2,2
rpl_signal,gnuit-4.9.5/lib/sigprocmask.c,21,3,3,2,3,3,4
sigdelset,gnuit-4.9.5/lib/sigprocmask.c,14,2,2,1,1,1,2
sigismember,gnuit-4.9.5/lib/sigprocmask.c,10,2,2,1,2,1,1
sigpending,gnuit-4.9.5/lib/sigprocmask.c,11,1,1,0,0,0,1
quote,gnuit-4.9.5/lib/quote.c,5,1,1,0,0,1,2
quote_n,gnuit-4.9.5/lib/quote.c,5,1,1,0,0,4,2
xstrndup,gnuit-4.9.5/lib/xstrndup.c,8,2,2,1,1,3,3
service_pending_signals,gnuit-4.9.5/src/signals.c,27,4,4,1,3,10,9
signals,gnuit-4.9.5/src/signals.c,8,2,2,1,0,6,2
display_errors,gnuit-4.9.5/src/system.c,28,6,5,3,3,7,8
start,gnuit-4.9.5/src/system.c,27,2,2,1,1,9,9
gettime,gnuit-4.9.5/lib/gettime.c,10,1,1,0,0,2,4
settime,gnuit-4.9.5/lib/timespec.h,,,,,,,
timespec_cmp,gnuit-4.9.5/lib/timespec.h,7,1,3,0,0,4,1
_getopt_internal,gnuit-4.9.5/lib/getopt.c,15,1,1,0,0,16,8
_getopt_internal_r,gnuit-4.9.5/lib/getopt.c,362,7162370,75,6,73,25,18
_getopt_long_only_r,gnuit-4.9.5/lib/getopt1.c,8,1,1,0,0,6,2
_getopt_long_r,gnuit-4.9.5/lib/getopt1.c,8,1,1,0,0,6,2
xcalloc,gnuit-4.9.5/lib/xmalloc.c,9,2,3,1,1,6,3
toprintable,gnuit-4.9.5/src/misc.c,10,3,3,2,0,11,2
xsetenv,gnuit-4.9.5/src/misc.h,11,2,2,1,0,6,2
tty_cursor,gnuit-4.9.5/src/tty.h,15,4,4,2,1,5,1
tty_set_interrupt_char,gnuit-4.9.5/src/tty.h,11,1,1,0,0,3,1
xread,gnuit-4.9.5/src/xio.c,18,2,3,1,1,5,3
xwrite,gnuit-4.9.5/src/xio.c,18,2,3,1,1,7,3
toupper,/usr/include/ctype.h,,,,,,,
fflush,/usr/include/stdio.h,,,,,,,
sscanf,/usr/include/stdio.h,,,,,,,
ioctl,/usr/include/x86_64-linux-gnu/sys/ioctl.h,,,,,,,
alarm,gnuit-4.9.5/src/tty.c,,,,,,,
isatty,gnuit-4.9.5/src/tty.c,,,,,,,
strncmp,gnuit-4.9.5/src/tty.c,,,,,,,
tgetent,gnuit-4.9.5/src/tty.c,,,,,,,
tgetflag,gnuit-4.9.5/src/tty.c,,,,,,,
tgetnum,gnuit-4.9.5/src/tty.c,,,,,,,
tgetstr,gnuit-4.9.5/src/tty.c,,,,,,,
tgoto,gnuit-4.9.5/src/tty.c,,,,,,,
tputs,gnuit-4.9.5/src/tty.c,,,,,,,
tty_extract_key,gnuit-4.9.5/src/tty.c,13,2,2,1,1,3,4
tty_fill,gnuit-4.9.5/src/tty.c,9,1,1,0,0,6,2
tty_flush,gnuit-4.9.5/src/tty.c,15,3,3,2,2,10,2
tty_get_capabilities,gnuit-4.9.5/src/tty.c,118,2084,19,3,16,14,19
tty_get_color_index,gnuit-4.9.5/src/tty.c,10,3,4,2,3,4,2
tty_get_cursor,gnuit-4.9.5/src/tty.c,7,1,1,0,0,3,2
tty_get_mode,gnuit-4.9.5/src/tty.c,5,1,1,0,0,3,1
tty_getc,gnuit-4.9.5/src/tty.c,14,3,4,1,1,3,8
tty_goto,gnuit-4.9.5/src/tty.c,7,1,1,0,0,6,2
tty_io_background,gnuit-4.9.5/src/tty.c,18,3,3,1,2,6,5
tty_io_brightness,gnuit-4.9.5/src/tty.c,27,7,6,2,2,7,7
tty_io_clear,gnuit-4.9.5/src/tty.c,6,1,1,0,0,7,2
tty_io_colors,gnuit-4.9.5/src/tty.c,8,1,1,0,0,2,3
tty_io_foreground,gnuit-4.9.5/src/tty.c,18,3,3,1,2,6,5
tty_io_goto,gnuit-4.9.5/src/tty.c,13,4,3,1,1,9,3
tty_io_reversevid,gnuit-4.9.5/src/tty.c,27,7,6,2,2,8,7
tty_is_xterm,gnuit-4.9.5/src/tty.c,15,2,2,1,1,3,3
tty_key_list_insert_sequence,gnuit-4.9.5/src/tty.c,13,1,1,0,0,4,6
tty_key_print,gnuit-4.9.5/src/tty.c,25,1,1,0,0,6,12
tty_key_print_async,gnuit-4.9.5/src/tty.c,9,2,2,1,0,3,2
tty_key_search,gnuit-4.9.5/src/tty.c,21,8,6,2,7,5,5
tty_key_search_restart,gnuit-4.9.5/src/tty.c,5,1,1,0,0,2,1
tty_putc,gnuit-4.9.5/src/tty.c,7,1,1,0,0,2,2
tty_puts,gnuit-4.9.5/src/tty.c,19,4,4,1,2,12,4
tty_read,gnuit-4.9.5/src/tty.c,14,4,3,1,0,5,5
tty_restore,gnuit-4.9.5/src/tty.c,6,1,1,0,0,11,1
tty_reversevid,gnuit-4.9.5/src/tty.c,6,1,1,0,0,2,1
tty_save,gnuit-4.9.5/src/tty.c,6,1,1,0,0,11,1
tty_writec,gnuit-4.9.5/src/tty.c,9,2,2,1,0,5,4
tty_writes,gnuit-4.9.5/src/tty.c,11,2,2,1,0,7,4
ttyname,gnuit-4.9.5/src/tty.c,,,,,,,
get_handler,gnuit-4.9.5/lib/sig-handler.h,7,2,2,1,1,6,1
gen_tempname,gnuit-4.9.5/lib/tempname.c,76,20,12,4,40,6,10
history_arg_extract,gnuit-4.9.5/src/history.h,44,449,12,3,2,4,6
history_set_pos,gnuit-4.9.5/src/history.h,9,2,2,1,1,5,2
history_tokenize,gnuit-4.9.5/src/history.h,82,4755,24,4,15,3,5
read_history_range,gnuit-4.9.5/src/history.h,57,496,17,4,9,5,10
xfstat,gnuit-4.9.5/src/xio.c,15,1,2,1,0,4,3
open,/usr/include/fcntl.h,18,2,3,1,0,8,4
add_history,gnuit-4.9.5/src/history.c,44,8,7,3,4,10,11
append_history,gnuit-4.9.5/src/history.c,7,1,1,0,0,2,2
current_history,gnuit-4.9.5/src/history.c,8,2,2,1,1,4,1
get_history_event,gnuit-4.9.5/src/history.c,81,178,22,4,13,10,10
get_history_word_specifier,gnuit-4.9.5/src/history.c,71,120,20,3,13,6,6
get_subst_pattern,gnuit-4.9.5/src/history.c,30,42,8,3,0,6,4
hist_error,gnuit-4.9.5/src/history.c,38,5,5,1,10,5,4
history_do_write,gnuit-4.9.5/src/history.c,38,18,8,2,1,8,10
history_expand,gnuit-4.9.5/src/history.c,111,2125,31,7,20,5,10
history_expand_internal,gnuit-4.9.5/src/history.c,210,11640,38,5,69,11,20
history_filename,gnuit-4.9.5/src/history.c,20,3,4,2,0,4,5
history_get,gnuit-4.9.5/src/history.c,11,2,2,1,1,5,1
history_get_history_state,gnuit-4.9.5/src/history.c,11,1,1,0,0,4,6
history_list,gnuit-4.9.5/src/history.c,5,1,1,0,0,1,1
history_search,gnuit-4.9.5/src/history.c,7,1,1,0,0,3,2
history_search_internal,gnuit-4.9.5/src/history.c,67,191,19,4,25,10,4
history_search_pos,gnuit-4.9.5/src/history.c,16,2,2,1,1,3,4
history_search_prefix,gnuit-4.9.5/src/history.c,7,1,1,0,0,2,2
history_set_history_state,gnuit-4.9.5/src/history.c,9,1,1,0,0,5,4
history_total_bytes,gnuit-4.9.5/src/history.c,9,2,2,1,0,2,2
history_truncate_file,gnuit-4.9.5/src/history.c,40,144,9,2,4,3,9
next_history,gnuit-4.9.5/src/history.c,8,2,2,1,1,5,2
postproc_subst_rhs,gnuit-4.9.5/src/history.c,29,7,6,3,1,5,6
previous_history,gnuit-4.9.5/src/history.c,8,2,2,1,1,3,2
read,gnuit-4.9.5/src/history.c,,,,,,,
read_history,gnuit-4.9.5/src/history.c,6,1,1,0,0,2,2
remove_history,gnuit-4.9.5/src/history.c,17,3,3,2,1,3,3
replace_history_entry,gnuit-4.9.5/src/history.c,16,2,2,1,1,5,7
stifle_history,gnuit-4.9.5/src/history.c,23,10,5,2,0,5,6
strchr,gnuit-4.9.5/src/history.c,,,,,,,
strncpy,gnuit-4.9.5/src/history.c,,,,,,,
strrchr,gnuit-4.9.5/src/history.c,,,,,,,
unstifle_history,gnuit-4.9.5/src/history.c,11,2,2,1,0,2,2
using_history,gnuit-4.9.5/src/history.c,5,1,1,0,0,2,1
where_history,gnuit-4.9.5/src/history.c,5,1,1,0,0,3,1
write_history,gnuit-4.9.5/src/history.c,6,1,1,0,0,3,2
gettimeofday,/usr/include/x86_64-linux-gnu/sys/time.h,,,,,,,
rpl_malloc,gnuit-4.9.5/lib/malloc.c,9,2,2,1,0,1,3
safe_write,gnuit-4.9.5/lib/safe-read.c,17,5,5,2,7,3,3
full_write,gnuit-4.9.5/lib/full-write.h,,,,,,,
lstat,/usr/include/x86_64-linux-gnu/sys/stat.h,,,,,,,
stat,/usr/include/x86_64-linux-gnu/sys/stat.h,,,,,,,
orig_lstat,gnuit-4.9.5/lib/lstat.c,5,1,1,0,0,3,2
rpl_lstat,gnuit-4.9.5/lib/lstat.c,17,5,5,1,4,3,5
refresh,gnuit-4.9.5/src/git.c,37,22,7,2,2,11,16
_exit,gnuit-4.9.5/src/system.c,,,,,,,
execle,gnuit-4.9.5/src/system.c,,,,,,,
fork,gnuit-4.9.5/src/system.c,,,,,,,
il_read_char,gnuit-4.9.5/src/git.c,89,2088,20,4,18,20,19
my_system,gnuit-4.9.5/src/system.c,74,87,16,3,6,8,14
wait,gnuit-4.9.5/src/system.c,,,,,,,
iswcntrl,/usr/include/x86_64-linux-gnu/bits/wctype-wchar.h,,,,,,,
is_basic,gnuit-4.9.5/lib/mbchar.h,6,1,1,0,0,3,1
mb_copy,gnuit-4.9.5/lib/mbchar.h,14,4,3,1,1,9,6
mb_width_aux,gnuit-4.9.5/lib/mbchar.h,6,1,3,0,0,1,3
wcwidth,gnuit-4.9.5/lib/mbchar.h,,,,,,,
base_len,gnuit-4.9.5/lib/dirname.h,15,6,4,1,2,3,2
base_name,gnuit-4.9.5/lib/basename.c,21,5,4,1,2,1,6
x2nrealloc,gnuit-4.9.5/lib/xalloc.h,,,,,,,
x2realloc,gnuit-4.9.5/lib/xmalloc.c,5,1,1,0,0,2,2
xnmalloc,gnuit-4.9.5/lib/xalloc.h,,,,,,,
xnrealloc,gnuit-4.9.5/lib/xalloc.h,,,,,,,
xzalloc,gnuit-4.9.5/lib/xmalloc.c,5,1,1,0,0,1,3
is_cjk_encoding,gnuit-4.9.5/lib/uniwidth/cjk.h,15,2,2,1,1,2,2
mbuiter_multi_next,gnuit-4.9.5/lib/mbuiter.h,46,21,11,4,22,11,14
knuth_morris_pratt_unibyte,gnuit-4.9.5/lib/str-kmp.h,65,31,12,3,10,3,5
knuth_morris_pratt_multibyte,gnuit-4.9.5/lib/mbsstr.c,83,97,18,4,24,9,14
mbslen,gnuit-4.9.5/lib/mbslen.c,15,3,3,2,1,7,9
mbsstr,gnuit-4.9.5/lib/mbsstr.c,131,88,30,6,73,8,14
getgidbyname,gnuit-4.9.5/lib/idcache.c,25,11,6,2,7,7,9
getgroup,gnuit-4.9.5/lib/idcache.c,25,6,5,2,2,7,8
getuidbyname,gnuit-4.9.5/lib/idcache.c,25,11,6,2,7,7,9
getuser,gnuit-4.9.5/lib/idcache.c,25,6,5,2,2,7,8
_getopt_initialize,gnuit-4.9.5/lib/getopt.c,23,4,4,1,3,6,8
exchange,gnuit-4.9.5/lib/getopt.c,39,5,5,3,1,6,3
il_backward_char,gnuit-4.9.5/src/inputline.c,9,2,2,1,0,5,3
il_backward_delete_char,gnuit-4.9.5/src/inputline.c,16,3,3,2,0,9,9
il_backward_kill_word,gnuit-4.9.5/src/inputline.c,17,3,3,1,2,4,6
il_backward_word,gnuit-4.9.5/src/inputline.c,14,5,4,2,0,6,4
il_beginning_of_line,gnuit-4.9.5/src/inputline.c,6,1,1,0,0,6,3
il_capitalize_word,gnuit-4.9.5/src/inputline.c,23,5,5,4,1,5,7
il_delete_char,gnuit-4.9.5/src/inputline.c,15,3,3,2,0,7,8
il_delete_horizontal_space,gnuit-4.9.5/src/inputline.h,12,5,4,2,0,6,4
il_downcase_word,gnuit-4.9.5/src/inputline.c,13,3,3,2,0,5,5
il_echo,gnuit-4.9.5/src/inputline.c,8,1,1,0,0,4,3
il_end,gnuit-4.9.5/src/inputline.c,8,1,1,0,0,4,4
il_end_of_line,gnuit-4.9.5/src/inputline.c,6,1,1,0,0,5,3
il_exchange_point_and_mark,gnuit-4.9.5/src/inputline.c,7,1,1,0,0,4,3
il_forward_char,gnuit-4.9.5/src/inputline.c,9,2,2,1,0,5,3
il_forward_word,gnuit-4.9.5/src/inputline.c,14,5,4,2,0,9,4
il_free,gnuit-4.9.5/src/inputline.c,12,5,4,1,1,6,1
il_get_contents,gnuit-4.9.5/src/inputline.c,8,1,1,0,0,8,4
il_history,gnuit-4.9.5/src/inputline.c,67,19,13,3,8,9,17
il_init,gnuit-4.9.5/src/inputline.c,23,2,4,1,0,8,20
il_insert_char,gnuit-4.9.5/src/inputline.c,17,3,3,1,1,9,10
il_insert_text,gnuit-4.9.5/src/inputline.h,20,3,3,1,1,11,12
il_is_empty,gnuit-4.9.5/src/inputline.c,5,1,1,0,0,3,1
il_just_one_space,gnuit-4.9.5/src/inputline.c,10,2,2,1,0,4,4
il_kill_line,gnuit-4.9.5/src/inputline.c,11,1,1,0,0,7,7
il_kill_region,gnuit-4.9.5/src/inputline.c,6,1,1,0,0,1,3
il_kill_ring_save,gnuit-4.9.5/src/inputline.c,6,1,1,0,0,1,3
il_kill_to_beginning_of_line,gnuit-4.9.5/src/inputline.c,11,1,3,0,0,6,6
il_kill_to_end_of_line,gnuit-4.9.5/src/inputline.c,10,1,2,0,0,4,6
il_kill_word,gnuit-4.9.5/src/inputline.c,18,3,3,1,2,4,6
il_message,gnuit-4.9.5/src/inputline.c,9,1,2,0,0,9,4
il_point,gnuit-4.9.5/src/inputline.c,5,1,1,0,0,4,1
